PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|MF_TYPE|NO_UNITS|NO_FLOORS|TOTAL_RMS|GARAGE_SPACES|PARKING_SPACES|LOT_SIZE|ACRE|SQUARE_FEET|COUNTY|STATE|YEAR_BUILT|ASSESSMENTS|TAXES|TAX_YEAR|TOTAL_BRS|TOTAL_FULL_BATHS|TOTAL_HALF_BATHS|BASEMENT_FEATURE|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|BASEMENT|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|ELECTRIC_FEATURE|ROAD_TYPE|SHORT_SALE_LENDER_APP_REQD|AboveGradeFinishedArea|BelowGradeFinishedArea|TITLE5
"MF"|73353142|"BB810546"|"AN6265"|"ACT"|4629900|"7"|"Esmond Street"||1|"002"|"02121"|"N"|"Situated on Esmond Street in Dorchester, this recently renovated property offers 12 generously sized units, comprising ten 3-bedroom and two 2-bedroom apartments. Each unit features a spacious layout tailored for comfortable living, along with the added convenience of onsite laundry. The building is ideally located near numerous public transportation options, ensuring easy commutes for residents. In less than a year of ownership, monthly rental income has increased by over $7,000, reaching a total of $37,262 per month. With operating expenses lower than expected and additional room for rental growth, this property presents a strong opportunity for long-term investment."|20|4/1/2025 10:22:00 PM|0|"N"||"E"|12|4|56|0|0|5395|0.12|10008|"Suffolk"|"MA"|1910|2482100|29019|"2025"|34|12|0|"A,D"|"12f;0h"|"N"||"N"||"Y"||"N"|||"A"|"N"|10008||
"MF"|73353196|"BB810546"|"AN6265"|"ACT"|4629900|"7"|"Esmond St"||1|"002"|"02121"|"N"|"Situated on Esmond Street in Dorchester, this recently renovated property offers 12 generously sized units, comprising ten 3-bedroom and two 2-bedroom apartments. Each unit features a spacious layout tailored for comfortable living, along with the added convenience of onsite laundry. The building is ideally located near numerous public transportation options, ensuring easy commutes for residents. In less than a year of ownership, monthly rental income has increased by over $7,000, reaching a total of $37,262 per month. With operating expenses lower than expected and additional room for rental growth, this property presents a strong opportunity for long-term investment."|20|4/1/2025 10:18:00 PM|0|"N"||"E"|12|4|56|0|0|5395|0.12|10008|"Suffolk"|"MA"|1910|2482100|29015|"2025"|34|12|0|"A,D"|"12f;0h"|"N"||"N"||"Y"||"Y"|"3 units are partially below grade"||"A,C"|"N"|10007|1|
"MF"|73353294|"TM350962"|"A14006"|"ACT"|1119000|"22"|"Alaska Street"||1|"004"|"02119"|"N"|"Located on a side street in the Moreland Historic District & close to Nubian Square, 22 Alaska Street has been lovingly maintained, updated, owned, & occupied by the same family for over 50 years. This is the ideal opportunity for investors or those seeking comfortable multi-generational living. Take advantage of the expansion possibilities with the full walkout basement and the RARE, large detached two car garage! This home is conveniently located close to public transportation and quick access to the Longwood Medical Area, major highways, restaurants, shopping and more. Unit 1 is on the first floor features 2 bedrooms, 1 bathroom, an updated kitchen, and large living room. Unit 2 occupies the second & third floors and feels like a single family home with four generous sized bedrooms, gorgeous updated kitchen, and a lrg LR. The two spacious units are on separate utilities and have separate entries. Property is fully owner occupied and will be delivered free of all tenants."|24|4/2/2025 7:47:00 AM|0|"N"||"G"|2|3|12|2|4|4356|0.1|3018|"Suffolk"|"MA"|1900|886100|10261|"2024"|6|2|0|"A,F,G,R"|"2f;0h"|"N"||"N"||"Y"|"N"|"N"|"Not measured - buyer/buyer’s agent to verify."|"B"|"A"|"N"|3018||
"MF"|73353304|"NA900671"|"NA9246"|"ACT"|1650000|"472"|"Warren St"||1|"002"|"02121"|"N"|"Tired of touring multifamily properties that just don’t cash flow? Cash flow is king—and 472 Warren is wearing the crown. Look no further—472 Warren is the cash cow you’ve been waiting for. With nearly $150,000 in annual income, this one checks all the boxes for serious investors. Currently configured with three oversized residential units, this property offers both immediate returns and serious long-term upside. The basement features high ceilings, making it a prime candidate for future unit expansion or added amenities. And don’t miss the walk-up attic, offering even more room to grow your investment. Located next to the prestigious Boston Latin Academy, this property is a commuter’s dream with easy access to the train, multiple bus routes, and ample off-street parking. Whether you’re looking to add a cash-flowing asset to your portfolio or explore a condo conversion, 472 Warren delivers both today’s income and tomorrow’s potential. Invest smart. Invest in 472 Warren."|24|4/2/2025 8:15:00 AM|0|"N"||"B"|3|3|20|0|0|2966|0.07|5718|"Suffolk"|"MA"|1899|870000|10075|"2025"|15|3|0||"3f;0h"|"N"||||"Y"||"N"||||"N"|5718||
"MF"|73354206|"BB810678"|"AN7665"|"ACT"|1650000|"35"|"Adamson St"||1|"010"|"02134"|"N"|"Exceptional income property in Allston with easy access to Boston Landing and Harvard University. This three-family property contains three (3) 3-bedroom, 1.5-bathroom apartments, with a total living area of 3,552 square feet. The three units are generating $10,080 per month in income. Each unit features central A/C, hardwood floors, and exposed brick — characteristics that appeal to both investors and tenants alike. The full basement includes laundry facilities for all three units, and each unit has separate gas and electric meters. There are three gas-fired furnaces. The property also has a newer roof and HVAC system. This is a fantastic investment opportunity with excellent cash flow!"|40|4/3/2025 12:08:00 AM|0|"N"||"B"|3|3|15|0|0|1686|0.04|3552|"Suffolk"|"MA"|1890|1504300|17420|"2025"|9|3|3|"A"|"3f;3h"|"N"||||"Y"||"N"||||"N"|3552||
"MF"|73356599|"CN221576"|"AN2814"|"ACT"|2629000|"546"|"Saratoga"||1|"019"|"02128"|"N"|"Attention investors, don't miss your chance to acquire a recently constructed, turn-key building in East Boston! 546 Saratoga St. is a 4 story, brand new/ground-up project comprised of (2) 2 Beds / 2 Baths and (2) 2 Beds / 2.5 Bath bi-level units featuring modern, condo-quality finishes and efficient layouts. Building exterior features include video intercom systems, fiber cement/composite plank siding and private roof decks for #3 and #4 that overlook the Boston Skyline. Ideally nestled near Day Square and the East Boston Greenway, there are plenty of activities and nearby attractions. Located 0.2 miles from the Wood Island MBTA (3 stops to Downtown Boston) and direct highway access to I-90/93,1A, this a commuter's dream for potential occupants. Strong rental potential and increasing developments in the area allow investors to explore different investing strategies as a buy/hold or condo conversion! Timeline for completion is Summer 2025 with C.O. delivered upon/before closing."|21|5/2/2025 4:43:00 PM|0|"N"||"C"|4|4|16|0|0|1800|0.04|3830|"Suffolk"|"MA"|2025|0|0|"2025"|8|8|2||"8f;2h"|"N"||"Y"|"D"|"N"||"N"|||"A"|"N"|3830||
"MF"|73356625|"CN238341"|"NB1092"|"ACT"|3125000|"168"|"Endicott"||1|"103"|"02113"|"N"|"168 Endicott Street was completely gut renovated in 2024. This brick building consists of (three) oversized 3 bedroom / 1 bathroom apartments and (one) extra large 3 bedroom / 2 bathroom apartment. The building is fully “sprinkled” along with the other life safety features in the 2024 building code. A stone’s throw away from the Financial District, Seaport, Faneuil Hall, public transit, and all of the vibrant Night Life the north End has to offer. A rock solid asset that will compliment any sized portfolio."|7|4/8/2025 5:36:00 PM|0|"N"||"C"|4|5|20|0|0|963|0.02|3700|"Suffolk"|"MA"|1900|1344000|1570758|"2025"|12|5|0||"5f;0h"|"N"||||"Y"||"Y"|"Aproximate"|||"N"|3400|300|
"MF"|73357139|"TM356118"|"AN2383"|"ACT"|6500000|"99-101"|"West Springfield St"||1|"104"|"02118"|"N"|"Excellent investment opportunity! Located on the east side of West Springfield Street between Washington Street and Shawmut Avenue in Boston's highly-desirable South End, 99-101 West Springfield offers an unusual opportunity to acquire two side-by-side buildings in turnkey condition. Each building is individually zoned for 4-6 units and offers hardwood floors, exposed brick, rear terraces, and common laundry. The multi-family property currently consists of 8 residential units (two 2-bedroom duplexes and six 1-bedroom floor-through units) all within approximately 7,250 gross square feet. 99-101 West Springfield is in excellent condition with many updates and is fully leased/tenanted, offering a turnkey income-producing asset. Units have rented very quickly and and the building provides an opportunity for value-add to increase operating income."|13|4/9/2025 12:16:00 PM|0|"N"||"P"|8|5|26|0|0|1926|0.04|7250|"Suffolk"|"MA"|1899|2263200|26446.78|"2025"|10|10|0||"10f;0h"|"N"||||"N"||"Y"|"Gross sqft per public record, buyer to do due diligence"|||"N"|5438|1812|
"MF"|73358415|"BB903921"|"AN4882"|"ACT"|1700000|"31"|"Rodman"||1|"007"|"02130"|"N"|"CONTRACTORS AND INVESTORS TAKE NOTE! Seller says sell! 'As is' condo conversion is being offered as a two family with the option to buy it as separate condos. Great opportunity to generate rental income. Both units are very near completion. Hardwood floors, beautiful tile bathrooms, stainless appliances. In unit laundry, lots of storage. Garage space for each unit with electric car chargers. Unit #1 has one porch, Unit #2 has two."|11|4/11/2025 7:05:00 AM|0|"N"||"G"|2|2|14|2|4|0.05|0|2811|"Suffolk"|"MA"|1910|0|0|"00"|6|4|0||"4f;0h"|"N"||||"Y"||"N"||"B"|"A"|"Y"|2811||
"MF"|73359003|"BB910728"|"AN6225"|"ACT"|1400000|"155-157"|"HILLSIDE ST"||1|"004"|"02120"|"N"|"Rarely available 2F in Mission Hill. This property offers 2 large units, each with an eat in kitchen, pantry,  deck and heated sunroom. Updates include: new  wood floors in kitchens of both units,  2017 roof , 2022  siding,  forced hot water heating. Furnace and Hot Water Heaters: for  1st fl 2021, 2nd fl 2017, Windows: 1st Fl - 3/4 yo, 2nd Fl- 2016. Hardwood floors throughout units,  There is a full size basement with high ceilings and an abundant amount of storage. Opportunity to convert walk up attic to a second floor off Apt  # 157. The property is in a walking distance  to  Longwood Medical Hospitals, Harvard Medical School, MCPHS, Wentworth Institute Of Technology, Simmons College, Museums, Brookline Village, shops, bars and restaurants as well as, the green and orange line. There is a  2 car garage and 1 additional off st parking, that's priceless in that location."|23|4/18/2025 9:40:00 AM|0|"N"||"A"|2|2|13|2|1|4232|0.1|2622|"Suffolk"|"MA"|1905|1189800|13778|"2025"|4|2|0|"A"|"2f;0h"|"N"||"N"||"Y"|"N"|"N"||"B,D,J"|"A"|"N"|2622||
"MF"|73361121|"CN216101"|"AN8461"|"ACT"|1249000|"19"|"Irma Street"||1|"002"|"02124"|"N"|"We are pleased to present this multifamily offering which consists of three, 4-bedroom units. The property has been very well maintained but offers investors and end-users future value through cosmetic improvements and management efficiencies. The property is ideally located in a residential neighborhood and is a short drive to public transportation with access to downtown Boston. All units are separately metered for utilities except water/sewer. OFF-STREET PARKING ON SITE."|8|5/30/2025 4:52:00 PM|0|"N"||"B"|3|3|23|0|0|4356|0.1|4440|"Suffolk"|"MA"|1905|668400|10654|"2025"|12|3|2||"3f;2h"|"N"||||"Y"||"N"||||"N"|4440||
"MF"|73361122|"CN216101"|"AN8461"|"ACT"|1229000|"44"|"Floyd Street"||1|"002"|"02124"|"N"|"We are pleased to present this multifamily offering which consists of three units. The units consist of two-4 bed / 1 bath units and one-3 bed / 1 bath unit which is currently vacant. The property has been very well maintained but offers investors and end-users future value through cosmetic improvements and management efficiencies. The property is ideally located in a residential neighborhood and is a short drive to public transportation with access to downtown Boston."|16|6/13/2025 4:30:00 PM|0|"N"||"B"|3|3|20|0|0|3920|0.09|4010|"Suffolk"|"MA"|1925|754600|11426|"2025"|11|3|0||"3f;0h"|"N"||||"Y"||"N"||||"N"|4010||
"MF"|73361675|"BB910138"|"BB4624"|"ACT"|924900|"12"|"Spencer St"||1||"02124"|"N"|"Welcome to this Diamond on the Rough! This 3-family home offers over 3,600 sq ft of living space and is perfect for savvy investors or multi-generational living. Located on a quiet street, this oversized multi boasts three large 2-bedroom units (each 2-bedroom can easily be reconfigured into a 3-bedroom unit), each featuring: Two exterior decks per unit, 3 Gas FHA Heating Systems, Updated CB panels (Main Panel is not installed), and Gas Hot Water Tanks. A walk-up 4th floor attic provides additional potential for expansion, storage, or creative use. This property is mid-remodel, making it an ideal blank canvas to complete the finishing touches to your vision. Whether you’re looking to generate strong rental income, condo-convert, or live in one unit while renting the others, this property checks all the boxes."|27|4/19/2025 10:40:00 AM|0|"N"||"B"|3|3|15|0|0|4055|0.09|3672|"Suffolk"|"MA"|1915|838400|9709|"2025"|6|3|0|"A,G,M,Q"|"3f;0h"|"N"||"N"||"Y"|"N"|"N"||"D,J"|"A,C,E,I"|"N"|3672||
"MF"|73361839|"CN211614"|"AN4817"|"ACT"|1200000|"64"|"Stockton St"||1|"002"|"02124"|"N"|"Fantastic investment opportunity with strong rental returns in Dorchester! This cash cow offers over a 9% cap rate, featuring four rental units fully leased through 8/31/2025, generating $9,070 monthly plus an additional $220 from two rented garage spaces. Major updates include a new roof installed just two years ago and a newer Navien tankless hot water and heating system for efficient, low-maintenance living. Ideally located just a few minutes' walk to the Red Line, this prime location offers unbeatable access to public transportation and amenities. A perfect turn-key asset for investors seeking stable cash flow and long-term value. Property to be sold in ""As-Is, As-Seen"" Condition. Buyers do own due diligence. Can make a package deal with 98 Topliff St Boston."|27|4/20/2025 11:30:00 PM|0|"N"||"A"|4|3|16|2|2|4866|0.11|3091|"Suffolk"|"MA"|1920|809400|9455|"2025"|9|4|0|"D"|"4f;0h"|"N"||"N"||"Y"||"N"|"Living area does not include the finished lower level. another 700 sq ft approximately."|"D"||"N"|3091||
"MF"|73361843|"CN211614"|"AN4817"|"ACT"|1300000|"98"|"Topliff st"||1|"002"|"02122"|"N"|"Exceptional investment opportunity in Dorchester for aggressive investors seeking strong absolute returns! This cash cow offers over an 8% cap rate, with four rental units fully leased through 8/31/2025 and generating $8,850 monthly, plus an additional $200–$300 from a coin-operated laundry. Each unit features 3 bedrooms, 1 bathroom, a living room, and an eat-in kitchen — highly desirable layouts that drive rental demand. All electrical panels have been upgraded, and there is a separate common electric and gas meter for added efficiency. The property also features a newer forced air heating system for low-maintenance operation. Current rents are below market, and a new owner can easily raise rents by 20–30% starting September 2025. Prime location just a few minutes' walk to Fields Corner Red Line station. A true turnkey asset delivering strong cash flow today with major upside ahead. Property to be sold in ""As-Is, As-Seen"" Condition. Buyers to perform their own due diligence."|15|4/21/2025 12:36:00 AM|0|"N"||"J"|4|3|18|0|0|3689|0.08|3480|"Suffolk"|"MA"|1912|818000|9555|"2025"|11|4|0|"E"|"4f;0h"|"N"||||"Y"||"N"|"Living area does not include finish basement"|"D"|"A"|"N"|3480||
"MF"|73361961|"BB807334"|"NA9365"|"ACT"|17995000|"93"|"Beacon Street"||1|"102"|"02108"|"N"|"Unparalleled location on the flat of Beacon Hill directly across from the Boston Public Garden offers 16,645 + SF of once in a lifetime opportunity.South facing, extra-wide townhouse has gorgeous rooftop panoramic views of park, city, Charles River & Esplanade.It boasts exquisite architectural features- opulent entry hall with regal staircase, original skylight, custom millwork, soaring ceilings, elongated windows & grand scaled entertaining rooms looking out on America's oldest 24 acre park.3 exposures provide an abundance of natural light.Currently configured as 10 apartments & rooms, its 5+ floors combine 19th century grandeur with 21st century convenience;elevator, private courtyard & rare parking.Walk to Charles & Newbury St dining & shopping, theatre and financial district with easy access to Storrow Dr & MGH.For 3 generations 1 family has stewarded this unique property. Large floor plates can create a magnificent single family mansion, stunning luxury condominiums or apartments."|32|6/10/2025 6:56:00 PM|0|"N"||"Q"|18|6|39|0|3|4233|0.1|15206|"Suffolk"|"MA"|1848|5367200|62152|"2025"|18|12|2||"12f;2h"|"N"||"Y"||"Y"||"Y"|"Photos #2-#7 are renderings. Total area of building = 16,649 square feet as measured by architect."|||"N"|12604|2602|
