PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|SALE_AGENT|SALE_OFFICE|SALE_PRICE|SETTLED_DATE|NEIGHBORHOOD|COUNTY|STATE|LD_TYPE|LOT_SIZE|ACRE|ROAD_TYPE|LAND_DESC|ZONE_USAGE|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|ELECTRIC_FEATURE|SHORT_SALE_LENDER_APP_REQD
"LD"|73063150|"BB910138"|"BB4624"|"SLD"|699900|"1971"|"Elm St"||174||"02715"|"N"|"Located in the bucolic town of Dighton, Mendoza Farm is being offered for sale! Settled on 13 acres of land the possibilities are endless on this parcel of land. Zone usage allows for a single-family home and agriculture. Channel your inner Fixer Upper with the 1,200 sq ft Colonial on the site and build the home of your dreams along with the farm of your dreams! Located mins from Rt 138, Taunton River, Bristol Aggie, numerous nature trails and more! Live the ultimate outdoor/adventurer lifestyle here! Come and take a peek, you’ll be glad you did."|13|12/6/2022 10:30:00 AM|0|"N"|"CN220852"|"AN3817"|625000|5/27/2025||"Bristol"|"MA"|"B"|566280|13|"A,C"|"G,K,R,U"|"A,E"|"N"||"N"|||"A"|"N"
"LD"|73072838|"M9500176"|"M95184"|"SLD"|70000|"lot 27"|"Swan Ave"||856||"01056"|"N"|"Single family building lot for sale- Level frontage lot. Buyer to obtain permits and subject to town approval to build a single family home."|0|1/23/2023 11:59:00 AM|0|"N"|"m9500201"|"an7274"|70000|9/20/2024||"Hampden"|"MA"|"A"|15000|0.34||"D"|"A"|"N"|||||"B"|"N"
"LD"|73072839|"M9500176"|"M95184"|"SLD"|70000|"lot 32"|"Swan Ave"||856||"01056"|"U"|"Single family building lot- Level frontage lot- Buyer to obtain permits and survey to separate land to create a build-able lot."|0|1/23/2023 12:00:00 PM|0|"N"|"m9500201"|"an7274"|70000|9/20/2024||"Hampden"|"MA"|"A"|15000|0.34||"D"|"A"|"N"|||||"B"|"U"
"LD"|73073585|"TEAM0130"|"AN6219"|"SLD"|1299000|"lot 1"|"Vallis Way"||313||"01940"|"N"|"LOT 1 IS 400' DOWN VALLIS WAY ON LEFT. This is a unique chance to build a dream home on level ground & free of wetlands, which is indeed a rarity.  note that the price mentioned is for the land only.  The binder coat of paving is complete  This gorgeous subdivision, encompassing a scenic 7-acre area, will eventually house just four homes, making it a private and desirable location. The options for building are flexible, Offering the choice of using an independent builder. Prospective buyers or visitors should remember to coordinate with the listing agent  The zoning allowing a 4 bedroom home plus offices is suitable for 3500-7000 sq ft homes. There are no wetlands in this subdivision."|15|1/14/2024 6:13:00 PM|0|"N"|"B8001326"|"AN7112"|1200000|5/13/2025||"Essex"|"MA"|"A"|45866|1.05|"C,E,G,I"|"D,E,I"|"A"|"N"||"N"||"N"|"D"|"N"
"LD"|73073588|"TEAM0130"|"AN6219"|"SLD"|1299000|"lot 4"|"Vallis Way"||313||"01940"|"N"|"This is a unique chance to build a dream home on level ground & free of wetlands, which is indeed a rarity.  It's important to note that the price mentioned is for the land only.  This gorgeous subdivision, encompassing a scenic 7-acre area, will eventually house just four homes, making it a private and desirable location. The options for building are flexible,  Prospective buyers or visitors should remember to coordinate with the listing agent. The zoning allowing 4 bedroom homes plus offices is suitable for 3500-7000 sq ft homes."|15|1/14/2024 6:17:00 PM|0|"N"|"TEAM0130"|"AN6219"|1275000|4/8/2025||"Essex"|"MA"|"A"|40710|0.93|"C,E,G,I"|"A,D,I"|"A"|"N"||"N"||"N"|"D"|"N"
"LD"|73076814|"CT008948"|"AN6519"|"SLD"|2525000|"33"|"Hiram Lane"||105|"DEN"|"02638"|"N"|"RARE offering! 4+ acres of Nobscussett neighborhood residentially zoned land with Cape Cod Bay views. Realize your coastal dream on this private, lightly wooded & level acreage, offering 1st & 2nd level bay views, bog views, private pond, & access to priv. assoc. bay beach less than 1/10 mile away. A naturalist & beach lover's paradise, the land is set amidst high value, luxury homes & offers unparalleled peace & privacy. Being sold as a single property comprised of 12 discrete, mostly contiguous parcels created by a 1916 subdivision: 1, 3,7, 11, 23, 33 Hiram Lane & 1, 2 10,12,16, 22 Webfoot Path. (See attached map.) Varied options for siting, sizing & configuration of dwelling(s) possible. Ideal for a private family compound. Contiguous lots in parcel meet sq. footage & setback requirements to accomodate 2 substantial homes. Successful Perc tests performed. For info on prop. owners' assoc. beach access, visit: www.npoacapecod.org. PLEASE, no site site visits w/out listing agent."|14|2/7/2023 6:58:00 AM|0|"N"|"H1111111"|"H11111"|2230000|2/27/2025||"Barnstable"|"MA"|"A"|187743|4.31|"B,C,D,H,J"|"D,G,I,M,N,U,V,X"|"A"|"N"||"Y"|"A,B,J,L,M,P"|"N"|"B"|"N"
"LD"|73077412|"BB301901"|"BB3830"|"SLD"|225000|"533"|"N Main St"||190||"02368"|"N"|"Business District zoned level, cleared vacant lot on Randolph busy Route 28 (traffic count approx. 33,000 cars a day) conveniently situated on North Main Street at the corner of Liberty Street. A multitude of possibilities to build your new business building, office building, convenience store, appliance shop, among many other allowable uses in the BD zone. Located on the MBTA Brockton/Ashmont bus line. Just 1/2 mile north of Randolph Center and a 1/2 mile from North Randolph Center. Just a short drive to and from Routes 24, 3 and I-93.  Table of allowable uses is attached to the listing. You've dreamed about it......now you can DO IT! Don't miss this rare opportunity at a super great price!"|21|2/9/2023 2:35:00 PM|0|"N"|"BB981044"|"BB1496"|150000|8/28/2024||"Norfolk"|"MA"|"C"|11760|0.27|"A,C,E,I,M"|"D,Q"|"K"|"N"||||"N"|"B"|"N"
"LD"|73078951|"BB807681"|"AN5663"|"SLD"|314900|"Lot 2"|"Pondview Lane"||192||"02072"|"N"|"After many years of hard work securing all necessary approvals, we are thrilled to reintroduce these stunning lots to the market! The developer is highly motivated to close quickly. If you’ve been searching for a large, approved, private piece of land to build your dream home, this is your chance!   Now Offering An Amazing Opportunity to Build in One Of Stoughton's Most Desirable Neighborhoods. This Stately Lot Offers:  Nearby Pond, Tree Line For Privacy, Dead End For Safety, Trails For Walking and Very Close To Major Highways and Shopping For Convenience. This Beautiful Country Setting Sub Division Abuts The Glen Echo Park, which features Fishing and beautiful Hiking Trails. There Are 3 Lots Available so Bring Your Ideas and Builder!! **Electric, Gas, Town Sewer, Town Water Nearby**"|4|2/14/2023 12:47:00 PM|0|"N"|"FR000904"|"AN6377"|309900|5/2/2025||"Norfolk"|"MA"|"A"|130513|3|"A,E,G"|"G,I,O"|"A"|"N"||"N"|||"B,C"|"N"
"LD"|73078959|"BB807681"|"AN5663"|"SLD"|314900|"Lot 3"|"Silver Glen Road"||192||"02072"|"N"|"After many years of hard work securing all necessary approvals, we are thrilled to reintroduce these stunning lots to the market! The developer is highly motivated to close quickly. If you’ve been searching for a large, approved, private piece of land to build your dream home, this is your chance! Now Offering An Amazing Opportunity to Build in One Of Stoughton's Most Desirable Neighborhoods. This Stately Lot Offers: Nearby Pond, Tree Line For Privacy, Dead End For Safety, Trails For Walking and Very Close To Major Highways and Shopping For Convenience. This Beautiful Country Setting Sub Division Abuts The Glen Echo Park, which features Fishing and beautiful Hiking Trails. There Are 3 Lots Available so Bring Your Ideas and Builder!! **Electric, Gas, Town Sewer, Town Water Nearby**"|4|2/14/2023 1:05:00 PM|0|"N"|"CN256970"|"BB6013"|309900|4/8/2025||"Norfolk"|"MA"|"A"|192841|4.43|"A,E,G"|"G,I,O"|"A"|"N"|||||"B,C"|"N"
"LD"|73081997|"TM326677"|"AN8246"|"SLD"|2700000|"Lot A"|"Gulf Rd"||867||"01007"|"N"|"Development Opportunity!  Over 215 acres, with rare high elevations and amazing views of the Holyoke Range and the Seven Sisters.  A rare opportunity to own or develop a very large parcel in Belchertown.  Less than 2 hours to Boston. Less than 3 hours to NYC. Near conserved land. Seller also has over 1000 acres near adjacent to this large parcel. Existing access."|1|2/25/2023 9:42:00 PM|0|"N"|"H1111111"|"H11111"|1785482.9|12/18/2024||"Hampshire"|"MA"|"A"|9378468|215.3|"A,E"|"E,F,G,H,I,K,X"|"A"|"N"||"N"|||"B"|"N"
"LD"|73086625|"CN205690"|"AN7232"|"SLD"|20000|"24"|"Birch Hill Road"||433||"01516"|"N"|"Perfect lot to purchase to gain water and beach rights to Wallum Lake! Lot is too small to be buildable. $100/yr association fee gets you access to the beach, boat launch, & mooring. What a gem!"|3|3/27/2023 3:41:00 PM|0|"N"|"CN205690"|"AN7232"|14000|1/17/2025||"Worcester"|"MA"|"A"|5000|0.11|"A"|"D"|"A"|"N"|||||"B"|"N"
"LD"|73086775|"CN232678"|"AN6243"|"SLD"|450000|"Lot 12"|"20 Goodwin Drive"||25||"02035"|"N"|"Final opportunity to BUILD YOUR DREAM HOME in Phase II, Lawson Farm.  We have saved the BEST HOMESITE FOR LAST!  Wake up to LAKEVIEW POND and conservation land everyday. Walking trails within the neighborhood.  Have an easy commute to work and to visit friends and family: off of Rt. 140, close to Rt. 1, 495 and 95.  Close to grocery and pharmacy, excellent shopping and eateries close by, 1 mile to Patriots Place. Live among beautiful, new, custom built homes. Natural gas for cooking and heat, underground utilities, town water.  Have a floorplan already?  We have several builder packages available OR acquire the homesite and bring your own builder.  Lots of flexibility in getting exactly what you have been dreaming and waiting for.  THE WAIT IS OVER.  Realize your dream today!"|9|3/14/2023 1:19:00 PM|0|"N"|"BB923585"|"AN2383"|580000|11/22/2024||"Norfolk"|"MA"|"A"|41321|0.95|"A,C,E,G,I"|"Q,X"|"A"|"N"||"Y"|"G"|"N"|"D"|"N"
"LD"|73087094|"TM328485"|"G95022"|"SLD"|600000|"95"|"Taylor St"||380||"01460"|"N"|"8.5ac scenic lot, consisting of 1800s historical residential structure, 1 detached garage, 1 detached barn. Residential structure APPROVED by Historical Commission for demolition. Geological properties: lot abuts Beaver Brook, wetlands at back, parts of lot level as ground was removed to construct the highway. Utilities: Septic, town water, municipal electricity, possible gas line on Taylor St (per public records, neighbors 99 Taylor and 85 Taylor have gas in house). Engineering: none. This sale is for existing lot with potential for development - refer to conceptual plan for 5-lot subdivision in attached Builder's Package. There is no approved subdivision plans in hand. Looking for an initial close of $600k for assumption of 3 lots, followed by $200k upon approval of each subsequent Lot #4 and Lot #5. Accompanied site visits to begin immediately, with best and highest offer due by 6PM on 21 March. Decision on offers will only be made by 1pm on 22 March, without exception."|13|3/13/2023 4:37:00 PM|0|"N"|"G8002179"|"BB3298"|675000|8/22/2024||"Middlesex"|"MA"|"A"|370260|8.5|"A,C"|"G,K"|"A"|"N"|||||"A"|"N"
"LD"|73087249|"CN248792"|"AN7885"|"SLD"|100000|"0"|"Paradise Lake Road"||865||"01057"|"N"|"Now offering a price reduction and second non buildable property with lake rights for $27,000!Welcome to Paradise Lake Road! You can make your dream home a reality on this approved estate lot. Approximately five minutes from downtown, and approximately ten minutes from I-90...you can build your home in a quiet, serene, paradise and still only be minutes away from shopping and other amenities."|2|3/14/2023 10:25:00 AM|0|"N"|"M8001118"|"AN7279"|100000|4/8/2025||"Hampden"|"MA"|"A"|462607|10.62|"A,C,E"|"I"|"A"|"N"||"N"|||"C"|"N"
"LD"|73087616|"M8000527"|"AN7885"|"SLD"|39900|"99"|"College Hwy"||863||"01077"|"N"|"Looking for extra land for recreational use?    This 3.89 acre parcel with access to trails yet located close to downtown Southwick.  Buyer to conduct due diligence with regard to intended use on this non-buildable lot."|1|3/15/2023 8:21:00 AM|0|"N"|"CN250035"|"AN8754"|40000|4/30/2025||"Hampden"|"MA"|"D"|169448|3.89|"A"|"G"|"D"|"N"|||||"B"|"N"
"LD"|73089503|"CN228289"|"NB2577"|"SLD"|39900|"0"|"Fox hill rd"||509||"01337"|"N"|"Imagine your own private 17-acre hillside recreational lot.  Ideal for hiking, dog walking, camping, wildlife viewing, exploring with the kids, hunting and more. These 17 acres of wooded hillside are not for everyone.  It takes a special someone to see the potential of this property.  Electricity is at the street. Fulfill your dream of owning your own chunk of land. Minutes to I91.  Perk tests have been unsuccessful as ledge is about 3 feet down."|34|3/22/2024 5:30:00 PM|0|"N"|"CN228289"|"NB2577"|35000|10/18/2024||"Franklin"|"MA"|"A"|740000|16.99|"A"|"F,I"|"A,B"|"N"||"N"||"N"|"B"|"N"
"LD"|73094838|"TEAM0332"|"AN7627"|"SLD"|195000|"0"|"Main St"||211||"02367"|"N"|"7.58 acre lot positioned between Main St and Parsonage Rd with a16 foot right of way off of Main St. Attached is the PLOT PLAN. Delineation of wetlands has been completed on the section of the lot closest to Parsonage Rd."|1|4/4/2023 1:08:00 PM|0|"N"|"Team0332"|"AN7627"|135000|9/30/2024||"Plymouth"|"MA"|"F"|330184|7.58|"A,C"|"B,G,I"|"A,H"|"N"||"N"|||"E"|"N"
"LD"|73095859|"BB980324"|"AN5753"|"SLD"|450000|"LOT ONE"|"HARVEY'S FARM LANE"||51||"01776"|"N"|"New to Market, private residential building lot consisting of 1.53 acres (66,571sf) of land.Subject property abuts Walbach Farm conservation land,consisting of 54 acres of protected open space and passive recreation trails. The approved building lot is accessed by a private common drive.Town water and underground conduit for electric and cable are located at the driveway.This Beautiful unique location is a wonderful site to build your dream home! Combine lot #2 MLS# 73095863 (2.3 acres) to create the perfect horse property."|1|4/6/2023 3:06:00 PM|0|"N"|"bb806152"|"AC1068"|425000|12/3/2024||"Middlesex"|"MA"|"A"|66646|1.53|"F,G"|"D,I"|"A"|"N"||"N"||"N"|"C"|"N"
"LD"|73095863|"BB980324"|"AN5753"|"SLD"|495500|"LOT TWO"|"HARVEY'S FARM LANE"||51||"01776"|"N"|"New to market,Private Residential building lot consisting of 2.3 acres (100113sq.ft.) of land.Subject property abuts Walbach Farm conservation land, consisting of 54 acres of protected open space and passive recreation trails.The approved Building Lot is accessed by a private common drive.Town water and underground conduit for electric and cable are located at the driveway. This Beautiful unique location is a wonderful spot to build your dream home! Combine lot #1 MLS# 73095859 (1.53 acres) to create a perfect horse property."|1|4/6/2023 3:11:00 PM|0|"N"|"BB806152"|"AC1068"|425000|12/3/2024||"Middlesex"|"MA"|"A"|100187|2.3|"B,C,F,G"|"D,E,I"|"A"|"N"||"N"||"N"|"B,C,D"|"U"
"LD"|73097319|"TM334956"|"AN5429"|"SLD"|1399000|"8"|"Thingvalla Ave"||13|"42R"|"02138"|"N"|"Rare Opportunity to knock down & build a single family or 2 townhomes in highly sought after Fresh Pond/Strawberry Hill section of Cambridge. 1959 Ranch currently sits on property. UNDER NO CIRCUMSTANCES CAN THE PROPERTY BE SHOWN AND IT CANNOT BE WALKED UPON! See attached information package under MLS documents tab! This is for informational purposes only. A Lot survey, engineering calculations, building plans, building permits are required. Also all houses over 50 years old must go before Cambridge Historical Commission before a demolition permit can be issued. The Historical Commission can enact up  to a 1 year demolition delay. Buyers should use their own due diligence."|3|4/11/2023 3:42:00 PM|0|"N"|"TM334956"|"AN5429"|1325000|2/18/2025||"Middlesex"|"MA"|"A"|6250|0.14|"A"|"D"|"A,B,C"|"N"||"N"||"N"|"A"|"N"
"LD"|73099275|"CT009742"|"H17100"|"SLD"|200000|"Lots 89-93"|"Petersham Rd"||472||"01331"|"N"|"35+ acres with over 1,000 feet of frontage located in an Industrial Commercial District.  Sloping terrain.  Near Rt 2 exit/access. 5 surveyed building lots comprise the parcel.All interested parties should submit offers during the week of  Sept 9-15.  Sellers will consider offers at that time. Property is currently going through probate."|2|4/15/2023 10:16:00 AM|0|"N"|"H8321558"|"h17100"|200000|11/6/2024||"Worcester"|"MA"|"F"|1538539|35.32|"A,C,E"|"F,H,I"|"A,G,J"|"N"||||"N"|"B"|"N"
"LD"|73103817|"G8000175"|"AN5178"|"SLD"|249900|"147"|"Nashua Rd"||460||"01463"|"N"|"3.3. industrial acres on busy Nashua Road/Route 111 on east side of Pepperell close to Pepperell airport. Buyers to perform due diligence on uses."|5|5/22/2023 1:36:00 PM|0|"N"|"TM332340"|"AC0342"|220000|2/26/2025||"Middlesex"|"MA"|"C"|145229|3.33|"A,E"|"I,U"|"I,J"|"N"||"N"|||"F"|"N"
"LD"|73104904|"TM326677"|"AN8246"|"SLD"|1039500|"Lot"|"Overlook Dr_ Flat hills"||526||"01002"|"N"|"Own part of a large parcel or develop a large parcel in Amherst!  Includes great hiking along the Robert Frost Trail. There is not much opportunity for land like this to be sold, don't miss out! Close to UMass & Amherst College, all restaurants and shopping! Existing access on the property.  In addition there other parcels in 30 western MA towns are also available from 30-1000++ acres."|1|12/19/2024 9:12:00 PM|0|"N"|"H1111111"|"H11111"|1039500|10/31/2024||"Hampshire"|"MA"|"A"|3361089|77.16|"A,E"|"F,H,I,X"|"A"|"N"||"N"|||"B"|"N"
"LD"|73108125|"CN201199"|"AN6243"|"SLD"|500000|"25"|"Widow Rites Lane"||51|"33O"|"01776"|"N"|"Fully approved by Planning Board and ready to build. Took 1 1/2 years for stormwater approval. Just bring your plans or architect. Last lots in Willis Hills Estates.  Sudbury is a charming and scenic historic town with #3 Boston Magazine rated high school in MA, located  west of Boston. Come Build Your Dream Home in Sudbury, small town feel yet only 20 miles to Boston.  You can bring your own builder or use owner as builder.  Electric, gas, and town water at the street.  Some engineering available. Approved for 5 BDR septic. $3000 Buyer's Agent Bonus paid at closing. OWNER WANTS OFFERS!"|10|10/6/2024 2:53:00 PM|0|"N"|"H1111111"|"H11111"|500000|5/20/2025||"Middlesex"|"MA"|"A"|65775|1.51|"A,C,E"|"B,H,M,P,X"|"A"|"N"||"N"||"N"|"B"|"N"
