PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|CI_TYPE|SPACE_AVAILABLE|RSU_UNITS|RSF_BLDG_SF|OFU_UNITS|OFF_BLDG_SF|REU_UNITS|REF_BLDG_SF|WAU_UNITS|WAF_BLDG_SF|MAU_UNITS|MAF_BLDG_SF|NO_STORIES|TOTAL_UNITS|TOTAL_BLDG_SF|LOT_SIZE|ACRE|PARKING_SPACES|PARKING_FEATURE|SHORT_SALE_LENDER_APP_REQD
"CI"|73047911|"A9500304"|"AN9122"|"ACT"|500|"104"|"Charles Eldridge Rd."|"B"|153||"02347"|"N"|"Too many distractions working from home? Available for IMMEDIATE OCCUPANCY This conveniently located office building has 5 Individual office spaces for rent from $500-700 per month including heat, AC, and electricity. Price includes a shared kitchen area and bathrooms. This building offers a large foyer with seating for clients while they wait.  Perfect for professionals or those who need a private quiet space away from home to work. Other spaces available please inquire."|5|10/13/2022 1:57:00 PM|0|"N"||"Plymouth"|"MA"|"E"|"B"|0|0|2|90|0|0|0|0|0|0|1|2|180|9|0|2|"K"|"N"
"CI"|73048877|"A8001863"|"A48101"|"ACT"|27|"30-32"|"Resnik Road"|"2"|213||"02360"|"N"|"Plymouth Medical Office Space Available for leaseUnit 2: 3,078sf lower level location"|1|10/17/2022 11:06:00 AM|0|"N"||"Plymouth"|"MA"|"E"|"B"|0|0|1|3078|0|0|0|0|0|0|2|1|3078|87555|2.01|25|"K"|"N"
"CI"|73057963|"M8001118"|"AN7279"|"ACT"|1300|"264"|"North Main Street"|"15"|853||"01028"|"N"|"Spacious 1100 sqft unit available for lease in an established and well-maintained professional building! This flexible floorplan is an excellent opportunity for businesses of all kinds AND A GREAT CENTRAL LOCATION WITH HIGH VISIBILTY! Four private offices, lobby, conference room (or fifth office you choose), two walk in storage areas. Additional perks include plenty of off-street parking, electricity, heat and A/C included too!"|12|6/28/2024 6:54:00 PM|0|"N"||"Hampden"|"MA"|"F"|"B"|0|0|1|1100|0|0|0|0|0|0|2|||0|0|130|"K,S"|"N"
"CI"|73060116|"TM309913"|"AN8613"|"ACT"|2700000|"191 A"|"Elm Street"|"191A"|345||"01952"|"N"|"Plenty of Upside - Only 60% leased - All Professional Tenants - 20 Dedicated Parking with Additional Parking Available - Surrounded by Multiple Business's as well as a Sports Club/Exercise Venue. Close to Rte. 95 & 495, New Hampshire Line, Beaches and Historic Newburyport."|6|11/21/2022 3:38:00 PM|0|"N"||"Essex"|"MA"|"E"|"A"|0|0|10|13700|0|0|0|0|0|0|3|10|13700|9999|0.23|20|"J"|"N"
"CI"|73064042|"BB985184"|"BB533"|"ACT"|1500|"520"|"Mammoth"||1125||"03053"|"N"|"Warehouse 1000 to 2000 sq ft ready in th spring 2023. Outside storage / parking available now  Londonderry, NH, C2 many uses off Exit 5 in Hwy 93."|2|12/9/2022 6:02:00 AM|0|"N"||"Rockingham"|"NH"|"A"|"B"|0|0|1|0|0|0|1|1500|0|0|1|||272250|6.25|50|"B,E,M,U"|"N"
"CI"|73064931|"E0000DAM"|"E21001"|"ACT"|725000|"90"|"King Street"||530||"01060"|"N"|"This five unit commercial building is located on the corner of King Street and Trumbull Road in Northampton and is zoned Central Business. All five units have separate utilities and direct street access. Being in the central business district the building has only on street metered parking."|1|8/30/2023 10:52:00 AM|0|"N"||"Hampshire"|"MA"|"A"|"A"|0|0|0|0|5|6950|0|0|0|0|1|5|6950|7405|0.17|0|"Q"|"N"
"CI"|73066067|"M0001685"|"M95260"|"ACT"|1500|"230"|"Southampton Road"||862||"01085"|"N"|"Attention Banks and Credit Unions!  Brand new ATM location being built along side a new Dunkin located on Routes 10/202 just north of the Mass Pike.  Excellent visibility and signage along this very busy corridor.  The developers are also building a 7,400 sf building with 1-4 potential tenants to be rented out on the site.  This is an awesome opportunity to get your brand exposure in this busy spot!"|34|2/20/2024 1:18:00 PM|0|"N"||"Hampden"|"MA"|"A"|"B"|0|0|0|0|0|0|0|0|0|0|1|0|0|0|0|10|"A"|"N"
"CI"|73066400|"CT000987"|"BB5474"|"ACT"|45|"185"|"Alewife Brook Pkwy"|"402"|13||"02138"|"N"|"1,600 SF move-in ready office suite for lease in Class A building in Cambridge: 3 window offices, large window office / conference room / open office, interior office / kitchenette, reception / waiting room / open office. Accessible elevator building (24/7) with on-site parking. Across from the Fresh Pond Mall (Cambridge). 0.4 mile to the Alewife T station on the MBTA red line (""brain line""). 0.2 mile to bus stop (74 / 78 going from Harvard Square to Belmont / Lexington).Amenities close by include Bon Me, Genki Ya, Chipotle, Dunkin', Trader Joe's, CVS Pharmacy, Carewell Urgent Care, Basil Tree Catering, Iggy's Bread, Whole Foods Market, Starbucks, Freepoint Hotel Cambridge, McDonald's, Ma Magoo's, PetSmart, LaundroMutt, Core Power Yoga, Apple Cinemas, Central Rock Gym. Parks and recreation nearby include Fresh Pond Reservation (Fresh Pond, Little Fresh Pond, Little Fresh Pond Dog Beach, Fresh Pond golf course), Daheny Park, Lusitania field, and Kingsley Park."|11|12/22/2024 11:30:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|1600|0|0|0|0|0|0|4|1|1600|41886|0.96|3|"F,S"|"N"
"CI"|73066448|"CT000987"|"BB5474"|"ACT"|47|"810"|"Memorial Dr"|"2nd floor"|13|"CMP"|"02139"|"N"|"4 office suites for lease: 733 RSF, 752 RSF, 798 RSF, and 1,995 RSF. Wheelchair accessible elevator building renovated in 2023 (new cladding, windows, mechanicals, elevator, and lobby). Views of the Charles River. Easy access to I-90. 0.7 mile to Central Square T station o the MBTA red line (""brain line"").  Bus stop in front of the building (70 and 64). On-site garage parking (2/1,000 SF) and bike storage. Zipcar locations nearby. 24/7 keycard access. On-site property management, maintenance, and security. Amenities include a fitness center and a community room. Location at the crossroads of MIT, Harvard and Boston University. Location near Whole Foods, Trader Joe's, Alive and Kicking Lobsters, Riverside Café, Dunkin', Sub Zero Nitrogen Ice Cream, and Micro Center. Nearby hotels include DoubleTree, Courtyard, and Sheraton. Reach the Charles River within a short walk and several parks, including Riverside Press Park, Alberico Park, Magazine Beach Park"|19|10/9/2023 8:44:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|4|4278|0|0|0|0|0|0|4|4|4278|120618|2.77|26|"E,S"|"N"
"CI"|73067073|"E8000133"|"AN5912"|"ACT"|125000|"434"|"Northfield Rd"||509||"01337"|"N"|"Surveyed 5.88 acres of commercial/industrial land. Elevated setting with potential exposure to the road. Driveway roughed-in, electricity at the street, need to drill a well and put in a septic system."|2|12/31/2022 2:47:00 PM|0|"N"||"Franklin"|"MA"|"D"|"A"|0|0|0|0|0|0|0|0|0|0|0|||256132|5.88|0||"N"
"CI"|73067548|"BB700539"|"BB7106"|"ACT"|3200000|"495"|"Old Connecticut Path"||46||"01701"|"N"|"Attractive, well located three story 12,670 square foot brick and steel frame multi-tenanted office building with a generous window line, efficient floor plans, a passenger elevator and excellent parking. Prominent exterior building signage location.  The Building is 33.77% leased to three (3) Tenants. Separately metered utilities for each Tenant. 8,392 sq. ft. is available for an owner occupant buyer. Building is suitable for office condominium conversion."|12|1/3/2023 12:14:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"A"|0|0|4|12670|0|0|0|0|0|0|3|6|12670|29508|0.68|50|"N"|"N"
"CI"|73067915|"E0000DAM"|"E21001"|"ACT"|1600|"21"|"Locust Street"||530||"01060"|"N"|"This high visibility unit is located across the street from the Cooley Dickinson Hospital. An end unit on the ground floor there are two exterior steps from street grade. The interior has a suspended ceiling, air conditioning and the rent includes utilities. The unit is open with the exception of two small offices, one half baths and a storage room. There is also a rear stock room with exterior access through a common hallway. Owner will consider all permitted uses except food service."|7|1/4/2023 11:34:00 AM|0|"N"||"Hampshire"|"MA"|"A"|"B"|0|0|0|0|1|1200|0|0|0|0|1|1|1200|0|0|2|"A,F,N,S"|"N"
"CI"|73069596|"CN226353"|"C95118"|"ACT"|1800|"6"|"Front St"|"305"|316||"01970"|"N"|"One suite available in this well located and charming mixed use property.  The 3rd floor walk-up suite has three private offices plus reception areas.  Cathedral ceilings and exposed brick walls.  The $1,800/month rent includes heat and air conditioning and is net of electric HVAC fan, lights and plugs, and $30.00 monthly HVAC maintenance fee. The first floor of this building has a coffee shop, various boutiques, and specialty shops. Walking distance to all downtown amenities including the MBTA, historic sites, harbor and court houses."|3|3/28/2024 9:17:00 AM|0|"N"||"Essex"|"MA"|"E"|"B"|0|0|1|1200|0|0|0|0|0|0|3|1|1200|3398|0.08|0||"N"
"CI"|73072357|"BB954349"|"AC2395"|"ACT"|500|"425A"|"Broadway"|"4A"|14||"02149"|"N"|"This office opportunity is located on heavily populated Everett street. Many other nearby local business creates constant traffic on Broadway, Everett. $ 500.00 monthly rent with heat included!!! Perfect for professionals and/or service-related Businesses. You will not find a better location in Everett !!"|2|5/12/2023 2:39:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|340|0|0|0|0|0|0|1|||0|0|0||"N"
"CI"|73072727|"BB302445"|"BB8180"|"ACT"|995000|"198"|"Parkingway"||195||"02169"|"N"|"Rarely offered freestanding building in the heart of downtown Quincy is new to market. This property is located in the center of the downtown redevelopment zone and is adjacent to routes 3 & 93 with a short walk to the Quincy Center Redline MBTA station. Ideal building for many service businesses or retail uses. The property's current use is educational. The transformation of Quincy has been dramatic with hundreds of millions of dollars of both public and private investment making this offering an ideal opportunity."|24|1/22/2023 6:34:00 PM|0|"N"||"Norfolk"|"MA"|"A"|"A"|0|0|0|0|1|3500|0|0|0|0|1|||4975|0.11|2|"S"|"N"
"CI"|73074113|"CT004352"|"AC1267"|"ACT"|12|"63"|"Middlesex Street"||376||"01863"|"N"|"7,500 Sq. Ft. with tailboard loading.  Divisible to 4,000 square feet                $12.00 per square foot with everything included-no triple net charges."|1|1/27/2023 12:44:00 PM|0|"N"||"Middlesex"|"MA"|"B"|"B"|0|0|0|0|0|0|1|7500|0|0|5|1|7500|0|0|999||"N"
"CI"|73074515|"CT004352"|"AC1267"|"ACT"|22|"397"|"Williams St"||405||"01752"|"N"|"130,000 Sq. Ft. Two story flex building. newly remodeled office space. new lobby. commercial sized kitchen. multiple loading docks. can be retrofitted for lab tenants."|3|1/30/2023 12:20:00 PM|0|"N"||"Middlesex"|"MA"|"G"|"B"|0|0|0|0|0|0|0|0|0|0|2|1|130000|819799|18.82|400||"N"
"CI"|73076926|"CT004352"|"AC1267"|"ACT"|1015000|"491"|"Dutton St"||372||"01854"|"U"|"The unit available is flex/office space."|1|2/7/2023 11:59:00 AM|0|"N"||"Middlesex"|"MA"|"G"|"C"|0|0|1|5800|0|0|0|0|0|0|5|||0|0|192||"U"
"CI"|73077415|"CT004352"|"AC1267"|"ACT"|18.5|"409"|"Fortune Blvd"||441||"01757"|"U"|"3 Units available. 2,460 Sq. Ft. 680 Sq. Ft. 1,938 Sq. Ft."|1|2/8/2023 2:35:00 PM|0|"N"||"Worcester"|"MA"|"E"|"B"|0|0|3|5078|0|0|0|0|0|0|2|||149846|3.44|50||"U"
"CI"|73079493|"CT000554"|"AN4306"|"ACT"|28|"109-123"|"Highland Avenue"||54||"02494"|"N"|""|1|2/15/2023 5:38:00 PM|0|"N"||"Norfolk"|"MA"|"E"|"B"|0|0|1|3597|0|0|0|0|0|0|3|1|3597|29185|0.67|50||"N"
"CI"|73080470|"G8002094"|"D49801"|"ACT"|2500|"201"|"Chelmsford Street"|"2nd Floor"|376||"01824"|"N"|"WOW... come and take a look at this highly visible Route 110 location in the heart of Chelmsford.  This would be perfect for your professional and business needs. This is a second floor, spacious unit offering 11 offices. This space would be ideal for an attorney, mortgage company or combined functions. Owner is also willing to reconfigure unit to accommodate uses that would require smaller square footage. Call today to make an appointment."|12|2/20/2023 2:52:00 PM|0|"N"||"Middlesex"|"MA"|"E"|"B"|0|0|1|1820|0|0|0|0|0|0|1|1|1820|13377|0.31|21|"F"|"N"
"CI"|73080539|"CN211128"|"AN7064"|"ACT"|2950|"1299"|"Blue Hill Avenue"||1|"003"|"02126"|"N"|"Prime opportunity to lease 1300 sq ft of space in this trophy brand new construction building at Wellington @ 1301! This is hands down the best new building in Mattapan with 39 residential units located in the heart of the city! This space gets a plethora of foot and vehicle traffic. Opportunities are endless, as this space has the versatility & infrastructure to accommodate any type of business. The space features high ceilings, great sun light coming from the huge windows, an adaptable floor plan, and will be delivered as a vanilla box for an easy build out for any prospective commercial tenant. Ideal location for a cafe, bakery, coffee shop, & makes for a great retail or office location.  With over 2000+ new residential units being added directly into the immediate area; this is a superb opportunity to establish a thriving business for years to come while serving as a staple piece in a brand new illustrious building! There are also 2 more commercial spaces available next door!"|18|2/20/2023 8:43:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"B"|39|0|1|1300|1|1300|0|0|0|0|5|1|1300|16476|0.38|0||"N"
"CI"|73081959|"CN211128"|"AN7064"|"ACT"|1900|"1297"|"Blue Hill Avenue"|"C3"|1|"003"|"02126"|"N"|"Prime opportunity to lease 500+ sq ft of space in this trophy brand new construction building at Wellington @ 1301! This is hands down the best new building in Mattapan with 39 residential units located in the heart of the city! This space gets a plethora of foot and vehicle traffic. Opportunities are endless, as this space has the versatility & infrastructure to accommodate any type of business. The space features high ceilings, great sun light coming from the huge windows, an adaptable floor plan, and will be delivered as a vanilla box for an easy build out for any prospective commercial tenant. Ideal location for a bakery, office, coffee shop, & makes for a great retail or office location.  With over 2000+ new residential units being added directly into the immediate area; this is a superb opportunity to establish a thriving business for years to come while serving as a staple piece in a brand new illustrious building! There are also 2 more commercial spaces available next door!"|18|2/25/2023 4:18:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"B"|39|0|1|500|1|500|0|0|0|0|5|1|500|16476|0.38|0||"N"
"CI"|73087172|"CN211128"|"AN7064"|"ACT"|2750|"1301"|"Blue Hill Avenue"|"C1"|1|"003"|"02126"|"N"|"Prime opportunity to lease 1050 sq ft of space in this trophy brand new construction building at Wellington @ 1301! This is hands down the best new building in Mattapan with 39 residential units located in the heart of the city! This space gets a plethora of foot and vehicle traffic. Opportunities are endless, as this space has the versatility & infrastructure to accommodate any type of business. The space features high ceilings, great sun light coming from the huge windows, an adaptable floor plan, and will be delivered as a vanilla box for an easy build out for any prospective commercial tenant. Ideal location for a cafe, bakery, coffee shop, & makes for a great retail or office location.  With over 2000+ new residential units being added directly into the immediate area; this is a superb opportunity to establish a thriving business for years to come while serving as a staple piece in a brand new illustrious building! There are also 2 more commercial spaces available next door!"|18|3/13/2023 9:46:00 PM|0|"N"||"Suffolk"|"MA"|"A"|"B"|39|0|1|1050|1|1050|0|0|0|0|5|1|1050|16476|0.38|0||"N"
"CI"|73087796|"A9500621"|"NB4408"|"ACT"|23|"124"|"Washington Street"||203||"02061"|"N"|"Direct Rt. 53/Washington Street exposure.  Building is in top condition with charming curb appeal. ""PUT YOUR BUSINESS WHERE IT NEEDS TO BE"". Flexible terms, vacant easy to show."|2|2/7/2024 6:17:00 PM|0|"N"||"Plymouth"|"MA"|"A"|"B"|0|0|0|0|1|1600|0|0|0|0|2|||0|0|10|"A,F,L,N,S,U"|"N"
"CI"|73088235|"TM333617"|"AN3217"|"ACT"|3000|"555"|"Pleasant St"|"Suite 3C"|156||"02740"|"N"|"Suite 3C- Iconic Downtown ""Standard Times Building""- Large modern & renovated office suite for lease. The suite can be subdivided and partitioned to accommodate a number of businesses! Common bathroom in the hall, elevator access, & parking available for tenants. Parking available at an additional charge."|2|3/16/2023 9:58:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|1|2432|0|0|0|0|0|0|5|1|2432|5240|0.12|15||"N"
"CI"|73088238|"TM333617"|"AN3217"|"ACT"|3500|"555"|"Pleasant St"|"Suite 4"|156||"02740"|"N"|"Suite 4- Iconic Downtown ""Standard Times Building""- Large modern & renovated office suite for lease. The suite can be subdivided and partitioned to accommodate a number of businesses! Common bathroom in the hall, elevator access, & parking available for tenants. Parking available at an additional charge."|5|3/16/2023 10:00:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|1|2432|0|0|0|0|0|0|5|1|2432|5240|0.12|15||"N"
"CI"|73088239|"TM333617"|"AN3217"|"ACT"|2500|"555"|"Pleasant St"|"2C"|156||"02740"|"N"|"Suite 2A Room 1 - Iconic Downtown ""Standard Times Building""- Large modern & renovated office for lease.  Common bathroom in the hall, elevator access, & parking available for tenants. Parking available at an additional charge."|3|3/16/2023 10:02:00 AM|0|"N"||"Bristol"|"MA"|"A"|"B"|0|0|1|700|0|0|0|0|0|0|5|1|700|5240|0.12|15||"N"
"CI"|73090625|"TM332513"|"AN4190"|"ACT"|20|"99"|"Springfield RD"||862||"01085"|"N"|"SR Commercial proudly introduces an exceptional opportunity—a coveted 4,400 square feet of prime retail space available for lease in the heart of Westfield. Nestled along a bustling main thoroughfare, this strategically positioned property promises high visibility and proximity to the vibrant center of Westfield. Additionally, seize the chance to secure a remarkable 9,000 square feet pad site on this dynamic premises. Elevate your business prospects with this unrivaled commercial offering."|29|3/23/2023 10:00:00 AM|0|"N"||"Hampden"|"MA"|"A"|"B"|0|0|0|0|1|4400|0|0|0|0|1|||130680|3|350||"N"
